text,label
a taut  intelligent psychological drama,1
charming  if overly complicated,0
damon brings the proper conviction to his role as jason bourne,1
dilbert without the righton satiric humor,0
even though the film doesnt manage to hit all of its marks  its still entertaining to watch the target practice,1
this picture is murder by numbers  and as easy to be bored by as your abcs  despite a few whopping shootouts,0
a good documentary can make interesting a subject you thought would leave you cold  a case in point  doug prays scratch,1
pray doesnt have a passion for the material  he nonetheless appreciates the art and reveals a music scene that transcends culture and race,1
a rocksolid gangster movie with a fair amount of suspense  intriguing characters and bizarre bank robberies  plus a heavy dose of fatherandson dynamics,1
my response to the film is best described as lukewarm  maybe i found the proceedings a little bit too conventional,0
fisher has bared his soul and confronted his own shortcomings here in a way    that feels very human and very true to life,1
it may not be a huge cut of above the rest  but i enjoyed barbershop  its a funny little movie with clever dialogue and likeable characters,1
the film is hampered by its predictable plot and paperthin supporting characters,0
irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free,0
whether seen on a 10inch television screen or at your local multiplex  the edgeofyourseat  educational antics of steve irwin are priceless entertainment,1
this thing is just garbage,0
queen of the damned as you might have guessed  makes sorry use of aaliyah in her one and only starring role  she does little here but point at things that explode into flame,0
as is most commonly case with projects such noble and lofty ambitions  the film is less poetic than simply pretentious,0
what a concept  what an idea  what a thrill ride  this is a more fascinating look at the future than  bladerunner  and one of the most highconcept sci fi adventures attempted for the screen,1
jackson is always watchable,1
less dizzying than just dizzy  the jaunt is practically over before it begins,0
while some will object to the idea of a vietnam picture with such a rahrah  patriotic tone  soldiers ultimately achieves its main strategic objective  dramatizing the human cost of the conflict that came to define a generation,1
if melville is creatively a great whale  this film is canned tuna,0
morton uses her face and her body language to bring us morverns soul  even though the character is almost completely deadpan,1
a moving and weighty depiction of one familys attempts to heal after the death of a child,1
an exceedingly clever piece of cinema  another great what you dont see is much more terrifying than what you do see thriller  coupled with some arresting effects  incandescent tones and stupendous performances,1
the kids often appear to be reading the lines and are incapable of conveying any emotion,0
this time  the hype is quieter  and while the movie is slightly less successful than the first  its still a rollicking good time for the most part,1
theres no point of view  no contemporary interpretation of joans prefeminist plight  so were left thinking the only reason to make the movie is because present standards allow for plenty of nudity,0
like  channel surfing between the discovery channel and a latenight madeforcable action movie,0
a powerful and telling story that examines forbidden love  racial tension  and other issues that are as valid today as they were in the 1950s,1
graphic sex may be whats attracting audiences to unfaithful  but gripping performances by lane and gere are what will keep them awake,1
alarms for duvalls throbbing sincerity and his elderly propensity for patting people while he talks,0
if you  like me  think an action film disguised as a war tribute is disgusting to begin with  then youre in for a painful ride,0
a smart  witty followup,1
the ring is worth a look  if you dont demand much more than a few cheap thrills from your halloween entertainment,1
the film takes too long getting to the good stuff  then takes too long figuring out what to do next,0
the chateau belongs to rudd  whose portrait of a therapydependent flakeball spouting french malapropisms    is a nonstop hoot,1
the movie is a blast of educational energy  as bouncy animation and catchy songs escort you through the entire 85 minutes,1
theres no real reason to see it  and no real reason not to,0
one of the best movies of the year,1
chabrol has taken promising material for a black comedy and turned it instead into a somber chamber drama,0
sometimes  fond memories should stay in the past  a lesson this film teaches all too well,0
a marvelous performance by allison lohman as an identityseeking foster child,1
eisenstein lacks considerable brio for a film about one of cinemas directorial giants,0
kaufman creates an eerie sense of not only being there at the time of these events but the very night matthew was killed,1
the hypnotic imagery and fragmentary tale explore the connections between place and personal identity,1
i found myself more appreciative of what the director was trying to do than of what he had actually done,0
campanellas competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafaels evolution,1
some decent actors inflict big damage upon their reputations,0
it takes a certain kind of horror movie to qualify as worse than expected   but ghost ship somehow manages to do exactly that,0
if you think its a riot to see rob schneider in a young womans clothes  then youll enjoy the hot chick,0
the efforts of its star  kline  to lend some dignity to a dumb story are for naught,0
this is a raw and disturbing tale that took five years to make  and the trios absorbing narrative is a heartwrenching showcase indeed,1
smart and alert  thirteen conversations about one thing is a small gem,1
satisfyingly scarifying  fresh and oldfashioned at the same time,1
we cant accuse kung pow for misfiring  since it is exactly what it wants to be  an atrociously  mindnumbingly  indescribably bad movie  unfortunately  wed prefer a simple misfire,0
a movie that falls victim to frazzled wackiness and frayed satire,0
does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets,1
a gob of drivel so sickly sweet  even the eager consumers of moores pasteurized ditties will retch it up like rancid crème brûlée,0
sandra bullocks best dramatic performance to date  is  almost enough to lift  this  thrillkill catandmouser    above its paintbynumbers plot,0
a domestic melodrama with weak dialogue and biopic cliches,0
those moviegoers who would automatically bypass a hiphop documentary should give  scratch  a second look,1
how many more times will indie filmmakers subject us to boring  selfimportant stories of how horrible we are to ourselves and each other,0
insomnia is one of the years best films and pacino gives one of his most daring  and complicated  performances,1
even if youve never heard of chaplin  youll still be glued to the screen,1
falls short in explaining the music and its roots,0
surprisingly  considering that baird is a former film editor  the movie is rather choppy,0
the cats meow marks a return to form for director peter bogdanovich,1
a feelgood movie that doesnt give you enough to feel good about,0
to say this was done better in wilders some like it hot is like saying the sun rises in the east,0
a poignant and gently humorous parable that loves its characters and communicates something rather beautiful about human nature,1
a thriller made from a completists checklist rather than with a cultists passion,1
do you say  hi  to your lover when you wake up in the morning,0
propelled not by characters but by caricatures,0
longley has constructed a remarkably coherent  horrifically vivid snapshot of those turbulent days,1
audiences can be expected to suspend their disbelief only so far  and that does not include the 5 oclock shadow on the tall wooden kid as he skips off to school,0
maybe it is formula filmmaking  but theres nothing wrong with that if the film is wellcrafted and this one is,1
10 minutes into the film youll be whiteknuckled and unable to look away,1
this is the sort of burly action flick where one coincidence pummels another  narrative necessity is a drunken roundhouse  and whatever passes for logic is a factor of the last plot device left standing,0
i stopped thinking about how good it all was  and started doing nothing but reacting to it  feeling a part of its grand locations  thinking urgently as the protagonists struggled  feeling at the mercy of its inventiveness  gasping at its visual delights,1
its a fun adventure movie for kids  of all ages  that like adventure,1
toward the end sum of all fears morphs into a mundane 70s disaster flick,0
attal mixes comedy with a serious exploration of ego and jealousy within a seemingly serene marriage,1
fun and nimble,1
leigh has a true talent for drawing wrenching performances from his actors  improvised over many months  and for conveying the way tiny acts of kindness make ordinary life survivable,1
as i settled into my world war ii memories  i found myself strangely moved by even the corniest and most hackneyed contrivances,1
moores better at fingering problems than finding solutions  but though he only scratches the surface  at least he provides a strong itch to explore more,1
alex nohes documentary plays like a travelogue for what mostly resembles a reallife  bigbudget nc17 version of tank girl,0
exquisitely nuanced in mood tics and dialogue  this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling,1
bang  zoom  its actually pretty funny  but in all the wrong places,0
oh come on  like you couldnt smell this turkey rotting from miles away,0
if you are into splatter movies  then you will probably have a reasonably good time with the salton sea,0
one of the most slyly exquisite antiadult movies ever made,1
brosnans finest nonbondish performance yet fails to overcome the films manipulative sentimentality and annoying stereotypes,0
anemic chronicle of money grubbing new yorkers and their serial loveless hook ups,0
cusacks just brilliant in this,1
a movie that will surely be profane  politically charged music to the ears of chos fans,1
one regards reign of fire with awe  what a vast enterprise has been marshaled in the service of such a minute idea,0
behind the glitz  hollywood is sordid and disgusting  quelle surprise,0
has the feel of an unedited personal journal,0
an immensely entertaining look at some of the unsung heroes of 20th century pop music,1
pure of intention and passably diverting  his secret life is light  innocuous and unremarkable,0
ive always dreamed of attending cannes  but after seeing this film  its not that big a deal,0
finchers camera sense and assured pacing make it an aboveaverage thriller,1
in other words  its just another sports dramacharacter study  yet this one makes up for in heart what it lacks in outright newness  plus  like i already mentioned    its robert duvall  cmon,1
many insightful moments,1
its all stitched together with energy  intelligence and verve  enhanced by a surplus of vintage archive footage,1
aloof and lacks any real raw emotion  which is fatal for a film that relies on personal relationships,0
about one in three gags in whites intermittently wise script hits its mark  the rest are padding unashamedly appropriated from the teenexploitation playbook,0
the french director has turned out nearly 212 hours of unfocused  excruciatingly tedious cinema that  half an hour in  starts making water torture seem appealing,0
the backyard battles you staged with your green plastic army men were more exciting and almost certainly made more sense,0
a brisk  reverent  and subtly different sequel,1
like a mediumgrade network sitcommostly inoffensive  fitfully amusing  but ultimately so weightless that a decent draft in the auditorium might blow it off the screen,0
while most films these days are about nothing  this film seems to be about everything thats plaguing the human spirit in a relentlessly globalizing world,1
while tattoo borrows heavily from both seven and the silence of the lambs  it manages to maintain both a level of sophisticated intrigue and humanscale characters that suck the audience in,1
a movie that the less charitable might describe as a castrated cross between highlander and lolita,0
like mike is a slight and uninventive movie  like the exalted michael jordan referred to in the title  many can aspire but none can equal,0
a great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family,1
a strangely stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort feel like a 10course banquet,1
without de niro  city by the sea would slip under the waves  he drags it back  singlehanded,1
this is a startling film that gives you a fascinating  albeit depressing view of iranian rural life close to the iraqi border,1
the real charm of this trifle is the deadpan comic face of its star  jean reno  who resembles sly stallone in a hot sake halfsleep,1
vampire epic succeeds as spooky actionpacked trash of the highest order,1
the humor is hinged on the belief that knees in the crotch  elbows in the face and spit in the eye are inherently funny,0
any movie that makes hard work seem heroic deserves a look,1
forages for audience sympathy like a temperamental child begging for attention  giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining,0
an entertaining  if ultimately minor  thriller,1
feels less like a change in herzogs personal policy than a halfhearted fluke,0
may be far from the best of the series  but its assured  wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation,1
matthew mcconaughey tries  and fails  to control the screen with swaggering machismo and overthetop lunacy,0
this peptalk for faith  hope and charity does little to offend  but if saccharine earnestness were a crime  the films producers would be in the clink for life,0
director oliver parker labors so hard to whip life into the importance of being earnest that he probably pulled a muscle or two,0
less a heartfelt appeal for the handicapped than a nice belgian waffle,0
maid in manhattan proves that its easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies,0
frei assembles a fascinating profile of a deeply humanistic artist who  in spite of all that hes witnessed  remains surprisingly idealistic  and retains an extraordinary faith in the ability of images to communicate the truth of the world around him,1
the two leads are almost good enough to camouflage the dopey plot  but so much naturalistic small talk  delivered in almost muffled exchanges  eventually has a lulling effect,0
yet another iteration of whats become one of the movies creepiest conventions  in which the developmentally disabled are portrayed with almost supernatural powers to humble  teach and ultimately redeem their mentally  superior  friends  family,0
the events of the film are just so weird that i honestly never knew what the hell was coming next,1
aniston has at last decisively broken with her friends image in an independent film of satiric fire and emotional turmoil,1
director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon  but showtimes uninspired sendup of tv cop show cliches mostly leaves him shooting blanks,0
swimfan  like fatal attraction  eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub,0
drumline is entertaining for what it does  and admirable for what it doesnt do,1
the whole thing succeeded only in making me groggy,0
i weep for the future when a good portion of the respected critical community in this country consider blue crush to be an intelligent film about young women,0
one of the more glaring signs of this movies servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from ms  spears,0
a quiet family drama with a little bit of romance and a dose of darkness,1
one of those rare  exhilarating cinematic delights that gets even better in hindsight  as you mull over its every nuance in your mind,1
famuyiwas feature deals with its subject matter in a tasteful  intelligent manner  rather than forcing us to endure every plot contrivance that the clichériddled genre can offer,1
hawns characteris so bluntly written  without a trace of sentimentality  and so blisteringly defined  that every other character seems overlooked and underwritten,1
despite its familiar subject matter  ice age is consistently amusing and engrossing,1
one hour photo may seem disappointing in its generalities  but its the little nuances that perhaps had to escape from director mark romaneks selfconscious scrutiny to happen  that finally get under your skin,1
the smug  oily demeanor that donovan adopts throughout the stupidly named pipe dream is just repulsive,0
well  it does go on forever,0
some of seagals action pictures are guilty pleasures  but this one is so formulaic that it seems to be on autopilot,0
oliveira seems to pursue silent film representation with every mournful composition,1
as much as i laughed throughout the movie  i cannot mount a cogent defense of the film as entertainment  or even performance art  although the movie does leave you marveling at these guys superhuman capacity to withstand pain,0
in addition to sporting one of the worst titles in recent cinematic history  ballistic  ecks vs  sever also features terrible  banal dialogue  convenient  holeridden plotting  superficial characters and a rather dull  unimaginative car chase,0
though overall an overwhelmingly positive portrayal  the film doesnt ignore the more problematic aspects of browns life,1
evokes a little of the fear that parents have for the possible futures of their childrenand the sometimes bad choices mothers and fathers make in the interests of doing them good,1
what a banal bore the preachy circuit turns out to be,0
spirit is a visual treat  and it takes chances that are bold by studio standards  but it lacks a strong narrative,0
hashiguchi covers this territory with wit and originality  suggesting that with his fourth feature  the first to be released in the u  s   a major director is emerging in world cinema,1
its just hard to believe that a life like this can sound so dull,0
my precious new star wars movie is a lumbering  wheezy drag,0
the best didacticism is one carried by a strong sense of humanism  and bertrand taverniers oftbrilliant safe conduct   laissezpasser   wears its heart on its sleeve,1
a captivating crosscultural comedy of manners,1
id watch these two together again in a new york minute,1
methodical  measured  and gently tedious in its comedy  secret ballot is a purposefully reductive movie  which may be why its so successful at lodging itself in the brain,1
bourne  jason bourne  he can scale a building like a super hero  he can outstealth any agent  hell get the girl  hes super spy,1
a film that will probably please people already fascinated by behan but leave everyone else yawning with admiration,0
a pretty decent kidpleasing  tolerabletoadults lark of a movie,1
in its own floundering way  it gets to you  just like igby,1
a sentimental but entirely irresistible portrait of three aging sisters,1
stephen earnharts film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones they currently have,1
how much you are moved by the emotional tumult of françois and michèles relationship depends a lot on how interesting and likable you find them,0
it delivers some chills and sustained unease  but flounders in its quest for deeper meaning,0
for this sort of thing to work  we need agile performers  but the proficient  dull sorvino has no light touch  and rodan is out of his league,0
enjoyably fastmoving  hardhitting documentary,1
sweet home alabama  is what it is  a nice  harmless date film,1
is it possible for a documentary to be utterly entranced by its subject and still show virtually no understanding of it,0
a densely constructed  highly referential film  and an audacious return to form that can comfortably sit among jeanluc godards finest work,1
the modernday royals have nothing on these guys when it comes to scandals  its only in fairy tales that princesses that are married for political reason live happily ever after,1
prurient playthings aside  theres little to love about this english trifle,0
but buying into sham truths and routine  indie  filmmaking  freundlich has made just another safe movie  its not horrible  just horribly mediocre,0
with lesser talents  high crimes would be entertaining  but forgettable  with freeman and judd  ill at least remember their characters,1
by the end  i was looking for something hard with which to bludgeon myself unconscious,0
the chateau    is less concerned with cultural and political issues than doting on its eccentric characters,0
it wraps up a classic motherdaughter struggle in recycled paper with a shiny new bow and while the audience can tell its not all new  at least it looks pretty,0
being unique doesnt necessarily equate to being good  no matter how admirably the filmmakers have gone for broke,0
its a nicely detailed world of pawns  bishops and kings  of wagers in dingy backrooms or pristine forests,1
has the marks of a septuagenarian  its a crusty treatment of a clever gimmick,0
quite simply  a joy to watch andespeciallyto listen to,1
theres so much to look at in metropolis you hate to tear your eyes away from the images long enough to read the subtitles,1
ramsay succeeds primarily with her typical blend of unsettling atmospherics  delivering a series of abrasive  stylized sequences that burn themselves upon the viewers memory,1
the sweetest thing leaves a bitter taste,0
jones    makes a great impression as the writerdirector of this little 1  8 million charmer  which may not be cuttingedge indie filmmaking but has a huge heart,1
written  flatly  by david kendall and directed  barely  by theres something about mary cowriter ed decter,0
the movie straddles the fence between escapism and social commentary  and on both sides it falls short,0
greene delivers a typically solid performance in a role that is a bit of a departure from the noble characters he has played in the past  and he is matched by schweig  who carries the film on his broad  handsome shoulders,1
the documentary does little  apart from raising the topic  to further stoke the conversation,0
a prolonged extrusion of psychopathic pulp,0
the years greatest adventure  and jacksons limited but enthusiastic adaptation has made literature literal without killing its soul  a feat any thinking person is bound to appreciate,1
the basic premise is intriguing but quickly becomes distasteful and downright creepy,0
may be the most undeserving victim of critical overkill since town and country,1
everyones to blame here,0
run  dont walk  to see this barbed and bracing comedy on the big screen,1
the vitality of the actors keeps the intensity of the film high  even as the strafings blend together,1
walsh cant quite negotiate the many inconsistencies in janices behavior or compensate for them by sheer force of charm,0
i have a new favorite musical  and im not even a fan of the genre,1
hard to resist,1
lends itself to the narcotizing bland  sinister  though not nearly so sinister as the biennial disney girl movie  machinations of the biennial disney boy movie,1
an essentially awkward version of the lightweight female empowerment picture weve been watching for decades,0
rabbitproof fence will probably make you angry  but it will just as likely make you weep  and it will do so in a way that doesnt make you feel like a sucker,1
a chilly  remote  emotionally distant piece    so dull that its tagline should be  in space  no one can hear you snore,0
narc can only remind us of brilliant crime dramas without becoming one itself,0
the rich performances by friel  and especially williams  an american actress who becomes fully english  round out the square edges,1
to say that this vapid vehicle is downright doltish and uneventful is just as obvious as telling a country skunk that he has severe body odor,0
slapstick buffoonery can tickle many a preschoolers fancy  but when it costs a family of four about 40 to see a film in theaters  why spend money on a dog like this when you can rent a pedigree instead,0
a movie that hovers somewhere between an acute character study and a trite power struggle,0
when a film is created solely because its a marketable product  soulless and ugly movies like this are the result  let your silly childhood nostalgia slumber unmolested,0
as crimes go  writerdirector michael kalesnikos how to kill your neighbors dog is slight but unendurable,0
shyamalan continues to cut a swathe through mainstream hollywood  while retaining an integrity and refusing to compromise his vision,1
plunges you into a reality that is  more often then not  difficult and sad  and then  without sentimentalizing it or denying its brutality  transforms that reality into a lyrical and celebratory vision,1
fontaines direction  especially her agreeably startling use of closeups and her grace with a moving camera  creates sheerly cinematic appeal,1
loud  chaotic and largely unfunny,0
easily one of the best and most exciting movies of the year,1
screenwriter dan schneider and director shawn levy substitute volume and primary colors for humor and bite,0
i was feeling this movie until it veered off too far into the exxon zone  and left me behind at the station looking for a return ticket to realism,0
a relatively effective little potboiler until its absurd  contrived  overblown  and entirely implausible finale,0
this is cruel  misanthropic stuff with only weak claims to surrealism and black comedy,0
a compelling story of musical passion against governmental odds,1
just when the movie seems confident enough to handle subtlety  it dives into soapy bathos,0
its not like having a real film of nijinsky  but at least its better than that eponymous 1980 biopic that used soap in the places where the mysteries lingered,1
henry beans thoughtful screenplay provides no easy answers  but offers a compelling investigation of faith versus intellect,1
although the sequel has all the outward elements of the original  the first films lovely flakiness is gone  replaced by the forced funniness found in the dullest kiddie flicks,0
proof once again that if the filmmakers just follow the books  they cant go wrong  better effects  better acting and a hilarious kenneth branagh  an excellent sequel,1
the movie is a desperate miscalculation  it gives poor dana carvey nothing to do that is really funny  and then expects us to laugh because he acts so goofy all the time,0
the movies ultimate point  that everyone should be themselves  is trite  but the screenwriter and director michel gondry restate it to the point of ridiculousness,0
if they broke out into elaborate choreography  singing and finger snapping it might have held my attention  but as it stands i kept looking for the last exit from brooklyn,0
most of the action setups are incoherent,0
this odd  poetic road movie  spiked by jolts of pop music  pretty much takes place in mortons everwatchful gaze  and its a tribute to the actress  and to her inventive director  that the journey is such a mesmerizing one,1
exudes the fizz of a busby berkeley musical and the visceral excitement of a sports extravaganza,1
the words  frankly  my dear  i dont give a damn   have never been more appropriate,0
a chiller resolutely without chills,0
remember the kind of movie we were hoping  ecks vs  sever  or  xxx  was going to be  this is it,1
will warm your heart without making you feel guilty about it,1
a strong piece of work,1
to better understand why this didnt connect with me would require another viewing  and i wont be sitting through this one again    that in itself is commentary enough,0
it trusts the story it sets out to tell,1
this formulaic chiller will do little to boost stallones career,0
griffiths proves shes that rare luminary who continually raises the standard of her profession,1
an ugly  revolting movie,0
a visual spectacle full of stunning images and effects,1
flat  misguided comedy,0
its mysteries are transparently obvious  and its too slowly paced to be a thriller  but its worth recommending because of two marvelous performances by michael caine and brendan fraser,1
its a diverting enough hourandahalf for the family audience,1
as the story moves inexorably through its seven day timeframe  the picture becomes increasingly mesmerizing,1
theres a disreputable air about the whole thing  and thats what makes it irresistible,1
this movie plays like an extended dialogue exercise in retard 101,0
a film of quiet power,1
you see robert de niro singing  and dancing to  west side story show tunes  choose your reaction  a   that sure is funny  b   that sure is pathetic,0
if youre part of her targeted audience  youll cheer  otherwise  maybe,1
maelstrom is strange and compelling  engrossing and different  a moral tale with a twisted sense of humor,1
richard gere and diane lane put in fine performances as does french actor oliver martinez,1
the drama is played out with such aching beauty and truth that it brings tears to your eyes,1
to my taste  the films comic characters come perilously close to being amoses and andys for a new generation,0
bears is bad  not terrible filmmaking bad  but more like  i once had a nightmare like this  and its now coming true bad,0
this movie sucks,0
suspend your disbelief here and now  or youll be shaking your head all the way to the credits,1
its amazingly perceptive in its subtle  supportive but unsentimental look at the marks family,1
in visual fertility treasure planet rivals the top japanese animations of recent vintage,1
the impact of the armenian genocide is diluted by too much stage business in the modern day,0
works on some levels and is certainly worth seeing at least once,1
deliberately and skillfully uses ambiguity to suggest possibilities which imbue the theme with added depth and resonance,1
hes the scariest guy youll see all summer,1
maybe leblanc thought   hey  the movie about the baseballplaying monkey was worse,0
if you saw benignis pinocchio at a public park  youd grab your kids and run and then probably call the police,0
a movie that cant get sufficient distance from leroys delusions to escape their maudlin influence,0
the rare imax movie that youll wish was longer than an hour,1
the auteurs ear for the way fears and slights are telegraphed in the most blithe exchanges gives the film its lingering tug,1
a sometimes incisive and sensitive portrait that is undercut by its awkward structure and a final veering toward melodrama,0
ana is a vivid  vibrant individual and the movies focus upon her makes it successful and accessible,1
the pianist is a fine valedictory work for polanski  made richer by his own experiences  making his other movies somehow richer in the bargain,1
it has the feel of a summer popcorn movie  nothing too deep or substantial  explosions  jokes  and sexual innuendoes abound,1
unlike lots of hollywood fluff  this has layered  welldeveloped characters and some surprises,1
here is a vh1 behind the music special that has something a little more special behind it  music that didnt sell many records but helped change a nation,1
roman coppola may never become the filmmaker his dad was  but heck  few filmmakers will  but based on cq  ill certainly be keeping an eye out for his next project,1
watching queen of the damned is like reading a research paper  with special effects tossed in,0
a gracious  eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost,1
its just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer  squad car pileups and the requisite screaming captain,0
mariah carey gives us another peek at some of the magic we saw in glitter here in wisegirls,0
i cry for i spy  or i would if this latest and laziest imaginable of all vintagetv spinoffs were capable of engendering an emotional response of any kind,0
its an unusual  thoughtful biodrama with a rich subject and some fantastic moments and scenes,1
as home movie gone haywire  its pretty enjoyable  but as sexual manifesto  id rather listen to old tori amos records,1
sitting in the third row of the imax cinema at sydneys darling harbour  but i sometimes felt as though i was in the tiny two seater plane that carried the giant camera around australia  sweeping and gliding  banking and hovering over some of the most not,1
ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier,1
it shares the first two films loosejointed structure  but laughoutloud bits are few and far between,0
makes sm seem very romantic  and maggie gyllenhaal is a delight,1
combine the paranoid claustrophobia of a submarine movie with the unsettling spookiness of the supernatural  why didnt hollywood think of this sooner,1
this kind of handson storytelling is ultimately what makes shanghai ghetto move beyond a good  dry  reliable textbook and what allows it to rank with its worthy predecessors,1
a bizarre piece of work  with premise and dialogue at the level of kids television and plot threads as morose as teen pregnancy  rape and suspected murder,0
whats the most positive thing that can be said about the new rob schneider vehicle  well  its not as pathetic as the animal,0
the redeeming feature of chans films has always been the action  but the stunts in the tuxedo seem tired and  whats worse  routine,0
for a guy who has waited three years with breathless anticipation for a new hal hartley movie to pore over  no such thing is a big letdown,0
about schmidt is nicholsons goofy  heartfelt  mesmerizing king lear,1
an important movie  a reminder of the power of film to move us and to make us examine our values,1
the characters are so generic and the plot so bland that even as rogue cia assassins working for chris coopers agency boss close in on the resourceful amnesiac  we dont feel much for damonbourne or his predicament,0
glib  satirical documentary that fudges facts  makes facile points and engages in the cinematic equivalent of tabloid journalism,0
like brosnans performance  evelyn comes from the heart,1
director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through,0
a teasing drama whose relentless gooddeedbaddeed reversals are just interesting enough to make a sinner like me pray for an even more interesting  less symmetrical  less obviously crossshaped creation,1
granddad of le nouvelle vague  jeanluc godard continues to baffle the faithful with his games of hideandseek,0
best enjoyed as a work of fiction inspired by reallife events  those seeking a definitive account of eisensteins life would do better elsewhere,1
you leave feeling like youve endured a long workout without your pulse ever racing,0
raimi and his team couldnt have done any better in bringing the story of spiderman to the big screen,1
the pivotal narrative point is so ripe the film cant help but go soft and stinky,0
friday after next has the same problem that next friday did  its called wheres chris tucker when you need him,0
the ending feels at odds with the rest of the film,1
the sum of all fears is almost impossible to follow  and theres something cringeinducing about seeing an american football stadium nuked as pop entertainment,0
an endlessly fascinating  landmark movie that is as bold as anything the cinema has seen in years,1
samuel beckett applied to the iranian voting process,1
the visuals alone make metropolis worth seeing,1
louiso lets the movie dawdle in classic disaffectedindiefilm mode  and brother hoffmans script stumbles over a lateinning twist that just doesnt make sense,0
harts war seems to want to be a character study  but apparently cant quite decide which character,0
just dreadful  i dont blame eddie murphy but shouldnt owen wilson know a movie must have a story and a script,0
farfetched premise  convoluted plot  and thematic mumbo jumbo about destiny and redemptive love,0
the plot grinds on with yawnprovoking dullness,0
its a testament to de niro and director michael catonjones that by movies end  we accept the characters and the film  flaws and all,1
suffers from unlikable characters and a selfconscious sense of its own quirky hipness,0
evokes the frustration  the awkwardness and the euphoria of growing up  without relying on the usual tropes,1
a new film from bill plympton  the animation master  is always welcome,1
desta vez  columbus capturou o pomo de ouro,1
rarely  a movie is more than a movie  go,1
a trashy  exploitative  thoroughly unpleasant experience,0
this reallife hollywood fairytale is more engaging than the usual fantasies hollywood produces,1
its the humanizing stuff that will probably sink the film for anyone who doesnt think about percentages all day long,0
has nothing good to speak about other than the fact that it is relatively short  tries its best to hide the fact that seagals overweight and out of shape,0
whats most memorable about circuit is that its shot on digital video  whose tiny camera enables shafer to navigate spaces both large    and small    with considerable aplomb,1
halfway through  however  having sucked dry the undead action flick formula  blade ii mutates into a grossout monster movie with effects that are more silly than scary,0
i cant say this enough  this movie is about an adult male dressed in pink jammies,0
director douglas mcgrath takes on nickleby with all the halfhearted zeal of an 8th grade boy delving into required reading,1
kaufmans script is never especially clever and often is rather pretentious,0
i dont think most of the people who loved the 1989 paradiso will prefer this new version  but i do,1
klines utterly convincing  and deeply appealing  as a noble teacher who embraces a strict moral code  and as a flawed human being who cant quite live up to it,1
solaris  is a shapeless inconsequential move relying on the viewer to do most of the work,0
austin powers for the most part is extremely funny  the first part making up for any flaws that come later,1
a funny yet dark and seedy clash of cultures and generations,1
jones has delivered a solidly entertaining and moving family drama,1
it might be easier to watch on video at home  but that shouldnt stop diehard french film connoisseurs from going out and enjoying the bigscreen experience,1
the plots clearly mythic structure may owe more to disneys strong sense of formula than to the original story  but while the highly predictable narrative falls short  treasure planet is truly gorgeous to behold,0
the story itself is uninteresting  and the songs are painfully undistinguished  they might be giants so to be one of us may be the most tuneless tune ever composed,0
having never been a huge fan of dickens 800page novel  it surprised me how much pleasure i had watching mcgraths version,1
normally  rohmers talky films fascinate me  but when he moves his setting to the past  and relies on a historical text  he loses the richness of characterization that makes his films so memorable,0
denis and cowriter michele petins impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing  lead provocatuers testud and parmentier give superlative performances,1
the movie does such an excellent job of critiquing itself at every faltering halfstep of its development that criticizing feels more like commiserating,0
its fairly solidnot to mention well edited so that it certainly doesnt feel like a film that strays past the two and a half mark,1
intelligent  caustic take on a great writer and dubious human being,1
a low rate annie featuring some kid who cant act  only echoes of jordan  and weirdo actor crispin glover screwing things up old school,0
ahnulds action hero days might be over,0
barely goes beyond comic book status,0
the actresses may have worked up a back story for the women they portray so convincingly  but viewers dont get enough of that background for the characters to be involving as individuals rather than types,0
this is human comedy at its most amusing  interesting and confirming,1
kinnear doesnt aim for our sympathy  but rather delivers a performance of striking skill and depth,1
we learn a lot about dying coral and see a lot of life on the reef,1
sandra nettelbeck beautifully orchestrates the transformation of the chilly  neurotic  and selfabsorbed martha as her heart begins to open,1
the principals in this cast are all fine  but bishop and stevenson are standouts,1
what would jesus do if he was a film director  hed create a movie better than this,0
its stylishly directed with verve,1
its a very tasteful rock and roll movie  you could put it on a coffee table anywhere,0
apparently kissing leads to suicide attempts and tragic deaths  marisa tomei is good  but just a kiss is just a mess,0
